100.901	283.812
104.069	408.253
107.237	570.211
110.403	723.525
113.568	831.123
116.732	880.528
119.895	877.188
123.056	828.952
126.217	740.392
129.377	621.392
132.533	497.421
135.691	406.175
138.847	378.036
142	413.679
145.155	477.673
148.306	517.302
151.458	496.905
154.609	422.95
157.757	337.94
160.904	284.73
164.052	270.391
167.197	263.614
170.342	230.672
173.485	175.45
176.627	140.057
179.767	160.188
182.909	219.694
186.047	256.771
189.184	223.667
192.321	141.371
195.456	87.683
198.59	122.638
201.723	224.212
204.855	303.41
207.986	288.783
211.116	196.773
214.245	115.953
217.373	120.793
220.497	202.437
223.623	284.111
226.748	299.758
229.869	252.494
232.992	198.144
236.114	181.828
239.232	199.748
242.351	220.305
245.468	228.694
248.585	238.941
251.699	264.754
254.814	293.413
257.926	300.342
261.038	286.413
264.15	286.359
267.259	329.383
270.366	394.45
273.473	417.625
276.579	353.93
279.686	231.536
282.79	136.814
285.893	138.584
288.994	224.637
292.095	313.185
295.194	327.181
298.291	259.111
301.388	168.012
304.485	119.282
307.58	128.811
310.675	159.614
313.766	164.296
316.858	128.559
319.95	80.2159
323.038	64.4207
326.127	110.599
329.213	214.315
332.3	341.404
335.384	448.921
338.47	510.867
341.552	533.155
344.633	545.604
347.712	573.986
350.793	614.101
353.871	632.427
356.948	595.594
360.024	502.441
363.099	387.86
366.173	294.324
369.245	238.519
372.317	204.089
375.388	164.165
378.458	109.095
381.526	53.9867
384.594	24.0041
387.66	34.9913
390.724	84.6554
393.789	154.823
396.852	218.469
399.913	250.057
402.974	239.958
406.033	205.218
409.092	182.304
412.148	199.398
415.206	249.511
418.26	293.122
421.316	293.989
424.368	255.959
427.419	222.254
430.47	234.295
433.521	289.926
436.569	344.065
439.617	352.111
442.663	312.222
445.708	264.274
448.752	248.906
451.796	270.425
454.838	299.98
457.877	310.948
460.917	306.284
463.956	310.598
466.995	339.884
470.03	383.721
473.066	417.19
476.101	426.207
479.133	418.233
482.166	410.11
485.197	410.225
488.228	414.943
491.256	419.589
494.283	427.432
497.311	444.717
500.336	468.265
503.36	481.963
506.383	468.854
509.408	427.957
512.429	378.546
515.449	345.946
518.468	340.514
521.486	348.648
524.503	344.901
527.517	315.787
530.532	274.377
533.546	251.103
536.56	266.948
539.572	312.979
542.581	357.118
545.591	374.119
548.598	370.085
551.606	375.051
554.612	408.698
557.618	454.938
560.621	475.848
563.625	454.458
566.626	420.666
569.627	426.866
572.626	492.595
575.626	575.742
578.623	605.968
581.62	551.648
584.615	452.548
587.609	382.353
590.602	377.823
593.595	407.289
596.586	409.97
599.574	362.277
602.564	299.795
605.552	273.799
608.54	293.217
611.524	317.081
614.509	304.134
617.492	261.904
620.475	239.234
623.456	270.917
626.437	336.828
629.416	381.105
632.394	369.992
635.372	325.557
638.348	300.945
641.322	326.492
644.296	383.824
647.269	430.185
650.24	441.185
653.211	426.655
656.181	410.334
659.15	403.258
662.118	399.884
665.085	393.278
668.05	384.495
671.013	374.868
673.977	356.171
676.94	316.785
679.9	258.913
682.861	204.027
685.819	175.869
688.779	178.122
691.735	192.26
694.69	198.448
697.646	195.528
700.599	197.664
703.552	213.141
706.503	231.612
709.453	235.004
712.403	218.687
715.351	197.8
718.299	191.978
721.245	206.785
724.191	232.155
727.135	256.454
730.079	277.576
733.02	299.781
735.961	325.188
738.902	354.434
741.84	395.094
744.779	461.373
747.715	557.06
750.652	657.739
753.586	717.071
756.519	699.972
759.453	614.533
762.384	510.293
765.314	441.319
768.243	427.102
771.172	445.956
774.099	462.869
777.025	461.549
779.951	451.105
782.875	447.059
785.799	451.104
788.721	450.131
791.641	431.628
794.562	397.009
797.481	360.707
800.398	339.323
803.316	342.403
806.231	370.24
809.145	415.795
812.06	467.178
814.972	511.005
817.883	537.149
820.795	541.671
823.704	524.669
826.613	485.923
829.52	425.602
832.427	351.764
835.332	285.492
838.237	252.813
841.14	265.668
844.041	309.244
846.943	351.171
849.844	367.672
852.743	363.174
855.64	364.078
858.538	392.037
861.434	442.299
864.33	487.412
867.223	501.514
870.115	481.332
873.008	445.289
875.899	414.42
878.788	394.737
881.677	376.254
884.565	346.556
887.451	304.737
890.337	264.094
893.222	243.261
896.106	254.14
898.989	295.457
901.869	355.578
904.75	421.662
907.63	487.89
910.508	555.833
913.386	626.419
916.261	691.576
919.138	735.888
922.012	749.59
924.884	740.886
927.758	732.711
930.629	743.042
933.499	766.081
936.368	773.829
939.236	738.586
942.103	655.442
944.969	543.696
947.835	428.611
950.699	325.21
953.562	240.691
956.423	187.194
959.285	182.298
962.145	229.804
965.003	301.64
967.862	348.003
970.718	334.915
973.575	274.882
976.43	217.114
979.283	202.902
982.135	229.362
984.987	258.284
987.839	260.389
990.689	247.574
993.538	258.233
996.385	311.295
999.23	378.945
1002.08	408.749
1004.92	373.56
1007.77	298.191
1010.61	236.35
1013.45	222.478
1016.29	246.601
1019.13	273.444
1021.97	281.159
1024.81	278.899
1027.64	289.475
1030.48	320.748
1033.31	357.341
1036.15	378.55
1038.98	380.43
1041.81	379.134
1044.64	394.847
1047.47	434.182
1050.3	485.864
1053.12	528.91
1055.95	543.625
1058.78	519.607
1061.6	460.804
1064.42	386.365
1067.25	322.919
1070.07	289.015
1072.89	283.115
1075.71	287.958
1078.53	289.301
1081.34	290.205
1084.16	304.282
1086.97	334.021
1089.79	359.289
1092.6	352.627
1095.41	308.309
1098.23	253.871
1101.04	228.538
1103.85	247.913
1106.65	290.424
1109.46	319.593
1112.27	319.442
1115.07	307.832
1117.88	316.66
1120.68	361.359
1123.48	429.312
1126.28	493.309
1129.08	531.384
1131.88	534.602
1134.68	503.906
1137.48	448.366
1140.27	387.426
1143.07	346.2
1145.86	338.305
1148.66	350.906
1151.45	353.388
1154.24	328.662
1157.03	296.497
1159.82	298.969
1162.61	356.019
1165.39	435.553
1168.18	473.971
1170.97	432.618
1173.75	335.48
1176.53	249.009
1179.32	223.051
1182.1	251.401
1184.88	289.092
1187.66	303.942
1190.43	306.316
1193.21	328.378
1195.99	380.354
1198.76	434.418
1201.54	453.32
1204.31	430.289
1207.08	395.508
1209.85	382.928
1212.63	394.87
1215.39	402.627
1218.16	380.775
1220.93	337.112
1223.7	306.971
1226.46	319.559
1229.23	371.549
1231.99	432.415
1234.75	472.652
1237.51	486.321
1240.27	490.018
1243.03	504.81
1245.79	539.848
1248.55	589.047
1251.31	638.668
1254.06	677.824
1256.82	705.986
1259.57	734.142
1262.32	777.512
1265.07	842.166
1267.82	915.054
1270.57	968.372
1273.32	978.584
1276.07	945.713
1278.82	895.522
1281.56	861.681
1284.31	863.367
1287.05	897.195
1289.79	947.638
1292.54	1003.14
1295.28	1063.03
1298.02	1132.6
1300.75	1215.2
1303.49	1309.5
1306.23	1411.27
1308.97	1514.71
1311.7	1611.38
1314.43	1689.23
1317.17	1733.89
1319.9	1731.31
1322.63	1671.23
1325.36	1552.94
1328.09	1392.59
1330.82	1223.87
1333.54	1084.26
1336.27	991.176
1339	928.476
1341.72	860.352
1344.44	764.752
1347.17	654.88
1349.89	564.838
1352.61	511.909
1355.33	475.712
1358.04	419.66
1360.76	334.239
1363.48	254.487
1366.19	228.99
1368.91	270.707
1371.62	342.19
1374.33	391.786
1377.05	401.428
1379.76	393.806
1382.47	393.274
1385.17	388.594
1387.88	344.185
1390.59	249.492
1393.29	148.243
1396	107.557
1398.7	153.64
1401.41	241.914
1404.11	296.517
1406.81	281.271
1409.51	230.362
1412.21	209.058
1414.91	247.072
1417.6	312.532
1420.3	348.854
1422.99	332.225
1425.69	291.75
1428.38	278.427
1431.07	320.615
1433.76	409.376
1436.45	519.01
1439.14	632.993
1441.83	748.839
1444.52	864.784
1447.21	969.399
1449.89	1045.46
1452.58	1079.97
1455.26	1068.31
1457.94	1012.17
1460.62	919.645
1463.3	808.74
1465.99	705.844
1468.66	633.301
1471.34	594.333
1474.02	570.33
1476.7	534.815
1479.37	471.894
1482.04	383.981
1484.72	286.339
1487.39	198.086
1490.06	137.044
1492.73	115.718
1495.4	134.015
1498.07	173.892
1500.74	206.732
1503.4	213.516
1506.07	200.864
1508.73	194.993
1511.39	216.504
1514.06	260.22
1516.72	300.71
1519.38	317.432
