102.528	146.215
105.558	347.962
108.585	440.4
111.611	376.144
114.636	253.685
117.66	199.052
120.681	232.945
123.702	272.782
126.721	247.86
129.737	177.942
132.753	130.931
135.768	132.371
138.781	145.021
141.792	129.949
144.802	96.8856
147.811	81.5056
150.818	92.5837
153.824	104.493
156.828	97.9037
159.831	85.4512
162.832	88.4396
165.832	103.456
168.83	108.034
171.827	94.0899
174.822	78.7648
177.816	78.5663
180.809	86.7544
183.8	86.6339
186.79	78.8163
189.778	80.5754
192.764	98.2073
195.75	114.28
198.734	110.274
201.716	92.9695
204.697	86.2524
207.676	98.8116
210.654	112.474
213.631	107.082
216.606	87.2545
219.579	75.0894
222.552	80.7244
225.523	91.5345
228.492	92.1685
231.46	84.9627
234.427	83.246
237.391	90.5816
240.355	97.1635
243.317	96.6804
246.278	96.585
249.237	106.087
252.195	120.382
255.151	125.28
258.107	116.084
261.06	103.774
264.012	100.424
266.963	105.293
269.913	109.979
272.86	111.796
275.806	113.989
278.752	114.51
281.695	104.7
284.637	83.6024
287.579	65.963
290.518	66.8599
293.456	80.4408
296.392	83.8961
299.327	66.0193
302.261	43.9499
305.193	43.9044
308.124	68.8847
311.053	94.8141
313.981	99.7492
316.908	87.887
319.833	78.9258
322.756	80.644
325.679	82.8919
328.6	78.215
331.52	76.3093
334.438	89.9909
337.355	113.043
340.269	123.444
343.184	110.058
346.096	87.1135
349.007	76.6036
351.917	82.1437
354.826	88.491
357.732	84.9619
360.637	79.1801
363.541	83.3694
366.445	94.8073
369.346	99.3059
372.245	92.7318
375.144	89.3943
378.041	104.387
380.937	133.501
383.831	158.109
386.724	168.647
389.615	175.622
392.506	194.26
395.395	223.439
398.281	245.679
401.167	246.961
404.052	231.475
406.936	215.469
409.817	210.351
412.698	214.304
415.576	217.595
418.455	211.953
421.33	195.226
424.206	171.229
427.079	147.342
429.951	130.169
432.822	120.875
435.691	115.07
438.559	108.652
441.426	102.943
444.291	102.12
447.155	106.379
450.017	110.971
452.878	113.108
455.738	116.407
458.597	125.012
461.454	134.974
464.31	136.499
467.163	126.499
470.016	114.993
472.868	114.972
475.718	127.161
478.567	139.129
481.415	140.422
484.26	134.676
487.105	133.79
489.949	142.459
492.79	152.841
495.631	154.85
498.471	147.812
501.308	139.604
504.145	136.601
506.98	137.731
509.813	137.816
512.646	133.517
515.477	125.159
518.307	115.535
521.135	108.907
523.963	109.173
526.789	115.898
529.612	122.544
532.435	121.904
535.258	114.584
538.077	109.646
540.897	114.513
543.714	125.68
546.531	132.418
549.345	129.623
552.158	123.763
554.971	124.366
557.782	132.04
560.591	138.313
563.399	137.256
566.206	134.164
569.012	140.521
571.816	160.753
574.619	185.016
577.42	195.457
580.221	180.613
583.02	146.12
585.817	112.418
588.613	99.397
591.408	109.319
594.201	124.108
596.994	122.345
599.784	100.782
602.574	77.4054
605.362	71.8829
608.149	85.4937
610.935	103.328
613.719	113.493
616.502	117.734
619.283	123.208
622.063	133.753
624.842	157.26
627.62	213.921
630.396	318.515
633.171	446.01
635.944	527.858
638.717	503.288
641.488	380.555
644.257	236.556
647.026	146.761
649.792	120.528
652.559	112.774
655.323	90.8517
658.086	70.668
660.848	81.657
663.608	115.222
666.367	129.605
669.125	103.911
671.881	66.2873
674.637	57.7607
677.391	81.3748
680.143	103.769
682.895	101.916
685.645	88.1899
688.393	84.4555
691.141	92.0206
693.887	106.003
696.631	147.772
699.375	251.718
702.117	406.781
704.858	532.151
707.598	539.773
710.336	424.839
713.073	276.7
715.808	191.112
718.542	183.538
721.276	199.735
724.007	198.365
726.738	197.35
729.467	233.062
732.195	296.713
734.921	334.741
737.647	309.73
740.371	241.43
743.094	180.248
745.816	153.488
748.535	149.618
751.254	146.984
753.971	139.969
756.688	133.794
759.403	128.64
762.117	120.802
764.829	113.33
767.54	112.965
770.25	116.651
772.959	112.514
775.666	98.5911
778.372	90.9027
781.077	103.697
783.78	126.752
786.483	134.225
789.183	117.303
791.883	97.2619
794.582	99.828
797.278	124.414
799.974	148.827
802.669	160.847
805.363	171.943
808.055	195.816
810.745	225.062
813.434	240.474
816.122	238.996
818.81	239.05
821.495	255.107
824.179	277.993
826.863	288.664
829.544	284.372
832.225	278.819
834.904	277.204
837.582	264.994
840.259	229.62
842.935	184.76
845.609	159.91
848.282	165.561
850.954	179.917
853.624	175.63
